year,early estimate of date,late estimate of date,active year,type of violence,conflict id new,conflict name,side a id,side b id,side a name,side b name,latitude,longitude,geom_wkt,deaths side a,deaths side b,deaths civilians,deaths unknown,total deaths
2015,2015-01-20T00:00:00,2015-01-21T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,0,5,0,5
2015,2015-06-04T00:00:00,2015-06-04T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.411805,38.01457,POINT (38.014570 47.411805),0,0,1,0,1
2015,2015-10-14T00:00:00,2015-10-14T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.145278,37.745,POINT (37.745000 48.145278),1,0,0,0,1
2015,2015-11-14T00:00:00,2015-11-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),5,0,0,0,5
2015,2015-11-14T00:00:00,2015-11-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),1,0,0,0,1
2015,2015-12-04T00:00:00,2015-12-04T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.41955,38.032433,POINT (38.032433 48.419550),0,0,1,0,1
2015,2015-12-06T00:00:00,2015-12-06T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.41955,38.032433,POINT (38.032433 48.419550),1,0,0,0,1
2015,2015-08-16T00:00:00,2015-12-09T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),0,0,32,0,32
2015,2015-12-27T00:00:00,2015-12-27T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.41955,38.032433,POINT (38.032433 48.419550),1,0,2,0,3
2015,2015-09-04T00:00:00,2015-09-04T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),1,0,0,0,1
2015,2015-05-16T00:00:00,2015-08-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),0,0,59,0,59
2015,2015-09-13T00:00:00,2015-09-14T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),2,0,0,0,2
2015,2015-09-18T00:00:00,2015-09-18T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),2,0,0,0,2
2015,2015-09-19T00:00:00,2015-09-19T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),1,0,0,0,1
2015,2015-09-26T00:00:00,2015-09-26T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),1,0,0,0,1
2014,2014-07-27T00:00:00,2014-08-10T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.3,38.05,POINT (38.050000 48.300000),0,0,0,3,3
2014,2014-08-20T00:00:00,2014-08-20T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.926,38.194,POINT (38.194000 47.926000),9,0,0,0,9
2014,2014-01-22T00:00:00,2014-01-22T00:00:00,True,1,13219,Ukraine:Government,369,5817,Government of Ukraine,Maidan,50.45,30.52333,POINT (30.523330 50.450000),0,5,0,0,5
2014,2014-02-18T00:00:00,2014-02-21T00:00:00,True,1,13219,Ukraine:Government,369,5817,Government of Ukraine,Maidan,50.45,30.52333,POINT (30.523330 50.450000),0,0,0,6,6
2014,2014-01-27T00:00:00,2014-01-27T00:00:00,True,1,13219,Ukraine:Government,369,5817,Government of Ukraine,Maidan,50.45,30.52333,POINT (30.523330 50.450000),0,0,0,1,1
2014,2014-02-18T00:00:00,2014-02-20T00:00:00,True,1,13219,Ukraine:Government,369,5817,Government of Ukraine,Maidan,50.45,30.52333,POINT (30.523330 50.450000),0,0,0,2,2
2014,2014-02-20T00:00:00,2014-02-20T00:00:00,True,1,13219,Ukraine:Government,369,5817,Government of Ukraine,Maidan,50.45,30.52333,POINT (30.523330 50.450000),2,46,0,0,48
2014,2014-03-13T00:00:00,2014-03-13T00:00:00,True,2,13240,Supporters of independence for Eastern Ukraine - Supporters of Ukrainian unity,5837,5836,Supporters of independence for Eastern Ukraine,Supporters of Ukrainian unity,48.0,37.805278,POINT (37.805278 48.000000),0,1,0,0,1
2014,2014-04-12T00:00:00,2014-04-12T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),1,2,0,0,3
2014,2014-04-13T00:00:00,2014-04-13T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.776492,37.778737,POINT (37.778737 48.776492),0,0,0,1,1
2014,2014-04-16T00:00:00,2014-04-17T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.095833,37.549444,POINT (37.549444 47.095833),0,3,0,0,3
2014,2014-04-16T00:00:00,2014-04-16T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.7067,37.6302,POINT (37.630200 48.706700),0,0,0,0,0
2014,2014-04-20T00:00:00,2014-04-20T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),1,3,0,0,4
2014,2014-09-06T00:00:00,2014-09-06T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.095833,37.549444,POINT (37.549444 47.095833),0,0,1,0,1
2014,2014-11-24T00:00:00,2014-11-25T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),0,0,1,0,1
2014,2014-07-13T00:00:00,2014-07-13T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.587,39.184193,POINT (39.184193 48.587000),0,30,0,0,30
2014,2014-07-02T00:00:00,2014-07-02T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.694329,39.453292,POINT (39.453292 48.694329),0,0,10,0,10
2014,2014-04-24T00:00:00,2014-04-24T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),0,5,0,0,5
2014,2014-05-01T00:00:00,2014-05-01T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),2,0,0,0,2
2014,2014-05-02T00:00:00,2014-05-02T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),0,3,2,0,5
2014,2014-05-02T00:00:00,2014-05-02T00:00:00,True,2,13240,Supporters of independence for Eastern Ukraine - Supporters of Ukrainian unity,5837,5836,Supporters of independence for Eastern Ukraine,Supporters of Ukrainian unity,46.466667,30.733333,POINT (30.733333 46.466667),0,0,0,45,45
2014,2014-05-02T00:00:00,2014-05-02T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),2,0,0,0,2
2014,2014-05-03T00:00:00,2014-05-03T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),5,0,0,5,10
2014,2014-05-03T00:00:00,2014-05-03T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.817931,37.551012,POINT (37.551012 48.817931),0,0,0,0,0
2014,2014-05-04T00:00:00,2014-05-04T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,1,0,0,1
2014,2014-05-05T00:00:00,2014-05-05T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),4,4,2,0,10
2014,2014-10-01T00:00:00,2014-10-02T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.075,37.725556,POINT (37.725556 48.075000),1,0,0,0,1
2014,2014-05-03T00:00:00,2014-05-03T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.716667,37.533333,POINT (37.533333 48.716667),0,0,0,1,1
2014,2014-05-09T00:00:00,2014-05-09T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.095833,37.549444,POINT (37.549444 47.095833),1,7,0,0,8
2014,2014-05-26T00:00:00,2014-05-27T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.3,38.05,POINT (38.050000 48.300000),2,0,0,0,2
2014,2014-07-14T00:00:00,2014-07-15T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.92,39.02,POINT (39.020000 48.920000),6,0,0,0,6
2014,2014-05-19T00:00:00,2014-05-19T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),1,0,0,0,1
2014,2014-05-13T00:00:00,2014-05-13T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.462882,37.349593,POINT (37.349593 48.462882),7,0,0,0,7
2014,2014-05-21T00:00:00,2014-05-22T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.595,37.4825,POINT (37.482500 47.595000),16,1,0,0,17
2014,2014-05-21T00:00:00,2014-05-22T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,49.01,38.3714,POINT (38.371400 49.010000),1,0,0,0,1
2014,2014-05-23T00:00:00,2014-05-23T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.1111,37.4884,POINT (37.488400 48.111100),5,10,0,0,15
2014,2014-05-22T00:00:00,2014-05-22T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,49.0142,38.3,POINT (38.300000 49.014200),0,0,0,0,0
2014,2014-05-25T00:00:00,2014-05-25T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.97,39.0,POINT (39.000000 48.970000),0,0,0,1,1
2014,2014-05-25T00:00:00,2014-05-25T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.095833,37.549444,POINT (37.549444 47.095833),0,0,0,1,1
2014,2014-05-24T00:00:00,2014-05-24T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),0,0,2,0,2
2014,2014-05-26T00:00:00,2014-05-27T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.075,37.725556,POINT (37.725556 48.075000),0,50,0,0,50
2014,2014-06-06T00:00:00,2014-06-06T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),1,0,0,0,1
2014,2014-05-29T00:00:00,2014-05-29T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),12,0,0,0,12
2014,2014-06-02T00:00:00,2014-06-02T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.866121,38.858509,POINT (38.858509 47.866121),0,1,0,0,1
2014,2014-06-02T00:00:00,2014-06-02T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,5,0,2,7
2014,2014-06-14T00:00:00,2014-06-14T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.095833,37.549444,POINT (37.549444 47.095833),5,0,0,0,5
2014,2014-06-03T00:00:00,2014-06-04T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,6,0,0,6
2014,2014-06-10T00:00:00,2014-06-10T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.7067,37.6302,POINT (37.630200 48.706700),0,40,0,0,40
2014,2014-06-13T00:00:00,2014-06-13T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.095833,37.549444,POINT (37.549444 47.095833),0,5,0,0,5
2014,2014-06-14T00:00:00,2014-06-14T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),49,0,0,0,49
2014,2014-06-14T00:00:00,2014-06-14T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.621389,37.527778,POINT (37.527778 48.621389),0,50,0,0,50
2014,2014-06-23T00:00:00,2014-06-24T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),1,0,0,0,1
2014,2014-06-17T00:00:00,2014-06-17T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,0,2,8,10
2014,2014-06-10T00:00:00,2014-06-10T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.669793,37.652631,POINT (37.652631 48.669793),0,0,2,0,2
2014,2014-06-20T00:00:00,2014-06-20T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),0,0,2,0,2
2014,2014-06-24T00:00:00,2014-06-24T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),9,0,0,0,9
2014,2014-06-29T00:00:00,2014-06-29T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,1,0,1
2014,2014-06-24T00:00:00,2014-06-24T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.669793,37.652631,POINT (37.652631 48.669793),0,0,0,5,5
2014,2014-06-24T00:00:00,2014-06-24T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.14,37.74,POINT (37.740000 48.140000),1,0,0,0,1
2014,2014-06-26T00:00:00,2014-06-27T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.716667,37.533333,POINT (37.533333 48.716667),4,0,0,0,4
2014,2014-06-28T00:00:00,2014-06-28T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),3,0,0,0,3
2014,2014-06-30T00:00:00,2014-07-01T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),1,0,0,0,1
2014,2014-07-03T00:00:00,2014-07-03T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,3,0,0,3
2014,2014-07-04T00:00:00,2014-07-04T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),13,0,0,0,13
2014,2014-07-11T00:00:00,2014-07-11T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,47.914775,39.471546,POINT (39.471546 47.914775),23,0,0,0,23
2014,2014-07-10T00:00:00,2014-07-11T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.1111,37.4884,POINT (37.488400 48.111100),1,0,0,0,1
2014,2014-07-09T00:00:00,2014-07-09T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.80699,38.735538,POINT (38.735538 48.806990),1,0,0,0,1
2014,2014-07-10T00:00:00,2014-07-11T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,47.848613,39.751691,POINT (39.751691 47.848613),4,0,0,0,4
2014,2014-07-08T00:00:00,2014-07-10T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.92,39.02,POINT (39.020000 48.920000),0,0,0,0,0
2014,2014-07-12T00:00:00,2014-07-12T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,47.95,39.14,POINT (39.140000 47.950000),1,0,0,0,1
2014,2014-07-11T00:00:00,2014-07-12T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.14,37.74,POINT (37.740000 48.140000),7,0,0,0,7
2014,2014-07-12T00:00:00,2014-07-12T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.215,39.7755,POINT (39.775500 48.215000),1,0,0,0,1
2014,2014-07-11T00:00:00,2014-07-12T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.941669,37.504218,POINT (37.504218 47.941669),0,0,4,0,4
2014,2014-07-11T00:00:00,2014-07-12T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.397804,37.843767,POINT (37.843767 48.397804),0,0,0,0,0
2014,2014-07-11T00:00:00,2014-07-12T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.440496,38.815079,POINT (38.815079 48.440496),0,0,0,0,0
2014,2014-07-15T00:00:00,2014-07-15T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.028278,38.765611,POINT (38.765611 48.028278),0,0,11,0,11
2014,2014-07-14T00:00:00,2014-07-14T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.5036,39.82266,POINT (39.822660 48.503600),6,0,0,0,6
2014,2014-07-27T00:00:00,2014-07-27T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.3,38.05,POINT (38.050000 48.300000),0,0,2,10,12
2014,2014-07-21T00:00:00,2014-07-21T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,0,5,5
2014,2014-07-17T00:00:00,2014-07-17T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.138378,38.639032,POINT (38.639032 48.138378),0,0,298,0,298
2014,2014-07-13T00:00:00,2014-07-13T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.333333,39.933333,POINT (39.933333 48.333333),0,0,1,0,1
2014,2014-07-01T00:00:00,2014-08-03T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.14,37.74,POINT (37.740000 48.140000),0,0,0,0,0
2014,2014-07-20T00:00:00,2014-07-20T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,1,0,1
2014,2014-07-22T00:00:00,2014-07-22T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.462882,37.349593,POINT (37.349593 48.462882),3,0,0,0,3
2014,2014-07-20T00:00:00,2014-07-22T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.933333,38.5,POINT (38.500000 48.933333),0,0,0,2,2
2014,2014-07-23T00:00:00,2014-07-24T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.14,37.74,POINT (37.740000 48.140000),4,0,0,0,4
2014,2014-07-12T00:00:00,2014-07-12T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,7,0,7
2014,2014-07-26T00:00:00,2014-07-26T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.922986,38.740539,POINT (38.740539 47.922986),0,0,3,0,3
2014,2014-07-28T00:00:00,2014-07-28T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.3,38.05,POINT (38.050000 48.300000),0,0,5,12,17
2014,2014-07-28T00:00:00,2014-07-28T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,0,5,0,5
2014,2014-07-28T00:00:00,2014-07-29T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.127778,37.8625,POINT (37.862500 48.127778),0,0,4,0,4
2014,2014-07-29T00:00:00,2014-07-30T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.14,37.74,POINT (37.740000 48.140000),10,0,0,0,10
2014,2014-07-29T00:00:00,2014-07-29T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,2,0,2
2014,2014-07-30T00:00:00,2014-07-31T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,0,0,3,3
2014,2014-05-05T00:00:00,2014-07-31T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,0,0,62,62
2014,2014-07-31T00:00:00,2014-08-01T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.046944,38.468611,POINT (38.468611 48.046944),10,0,0,4,14
2014,2014-07-31T00:00:00,2014-08-01T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,1,0,1
2014,2014-08-02T00:00:00,2014-08-03T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,0,0,3,3
2014,2014-08-02T00:00:00,2014-08-03T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.94542,37.617341,POINT (37.617341 47.945420),0,0,0,6,6
2014,2014-08-04T00:00:00,2014-08-04T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.127778,37.8625,POINT (37.862500 48.127778),5,0,0,0,5
2014,2014-08-02T00:00:00,2014-08-02T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,0,2,2
2014,2014-08-02T00:00:00,2014-08-02T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.6333,38.5167,POINT (38.516700 48.633300),0,0,0,2,2
2014,2014-08-04T00:00:00,2014-08-04T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.825,38.295,POINT (38.295000 47.825000),25,0,0,0,25
2014,2014-08-05T00:00:00,2014-08-05T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.933,38.936,POINT (38.936000 47.933000),0,0,0,0,0
2014,2014-07-27T00:00:00,2014-08-18T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.6333,38.5167,POINT (38.516700 48.633300),0,0,0,200,200
2014,2014-08-07T00:00:00,2014-08-08T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.92,39.02,POINT (39.020000 48.920000),15,0,0,0,15
2014,2014-08-06T00:00:00,2014-08-06T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.3,38.05,POINT (38.050000 48.300000),18,0,0,0,18
2014,2014-08-05T00:00:00,2014-08-05T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,2,0,2
2014,2014-08-05T00:00:00,2014-08-06T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,1,0,1
2014,2014-08-06T00:00:00,2014-08-07T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,3,0,3
2014,2014-08-07T00:00:00,2014-08-07T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,1,0,1
2014,2014-08-10T00:00:00,2014-08-10T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,1,0,1
2014,2014-08-13T00:00:00,2014-08-13T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,47.92,37.68,POINT (37.680000 47.920000),12,0,0,0,12
2014,2014-08-13T00:00:00,2014-08-14T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),9,0,0,0,9
2014,2014-08-13T00:00:00,2014-08-13T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),0,0,3,0,3
