year,early estimate of date,late estimate of date,active year,type of violence,conflict id new,conflict name,side a id,side b id,side a name,side b name,latitude,longitude,geom_wkt,deaths side a,deaths side b,deaths civilians,deaths unknown,total deaths
2015,2015-05-03T00:00:00,2015-05-04T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.14,37.74,POINT (37.740000 48.140000),1,0,0,0,1
2015,2015-05-05T00:00:00,2015-05-05T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.075,37.725556,POINT (37.725556 48.075000),1,0,0,0,1
2015,2015-05-05T00:00:00,2015-05-06T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.145278,37.745,POINT (37.745000 48.145278),4,0,0,0,4
2015,2015-05-16T00:00:00,2015-05-17T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.633333,38.38,POINT (38.380000 48.633333),4,0,0,0,4
2015,2015-07-14T00:00:00,2015-07-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),1,0,0,0,1
2015,2015-07-14T00:00:00,2015-07-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),1,0,0,0,1
2015,2015-05-21T00:00:00,2015-05-22T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.145278,37.745,POINT (37.745000 48.145278),0,0,1,0,1
2015,2015-05-21T00:00:00,2015-05-22T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),3,0,0,0,3
2015,2015-05-25T00:00:00,2015-05-26T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.094565,37.815639,POINT (37.815639 47.094565),0,4,0,0,4
2015,2015-05-23T00:00:00,2015-05-23T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.477778,38.797778,POINT (38.797778 48.477778),0,0,0,0,0
2015,2015-05-22T00:00:00,2015-05-23T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),1,0,0,0,1
2015,2015-05-24T00:00:00,2015-05-24T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.094565,37.815639,POINT (37.815639 47.094565),1,0,0,0,1
2015,2015-05-24T00:00:00,2015-05-25T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),0,1,0,0,1
2015,2015-05-25T00:00:00,2015-05-26T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.145278,37.745,POINT (37.745000 48.145278),0,0,1,0,1
2015,2015-05-25T00:00:00,2015-05-26T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),1,0,0,0,1
2015,2015-05-26T00:00:00,2015-05-26T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),0,0,3,0,3
2015,2015-05-28T00:00:00,2015-05-29T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-05-26T00:00:00,2015-05-27T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.566667,39.3,POINT (39.300000 48.566667),1,0,0,0,1
2015,2015-05-30T00:00:00,2015-05-31T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.333333,38.4,POINT (38.400000 48.333333),1,0,0,0,1
2015,2015-05-30T00:00:00,2015-05-31T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.694329,39.453292,POINT (39.453292 48.694329),0,0,2,0,2
2015,2015-05-31T00:00:00,2015-05-31T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.41955,38.032433,POINT (38.032433 48.419550),0,0,1,0,1
2015,2015-05-31T00:00:00,2015-06-01T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.095833,37.549444,POINT (37.549444 47.095833),1,0,0,0,1
2015,2015-05-31T00:00:00,2015-06-01T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),1,0,0,0,1
2015,2015-05-31T00:00:00,2015-06-01T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.566667,39.3,POINT (39.300000 48.566667),1,0,0,0,1
2015,2015-06-03T00:00:00,2015-06-03T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.566667,39.3,POINT (39.300000 48.566667),0,0,2,0,2
2015,2015-06-03T00:00:00,2015-06-03T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.941669,37.504218,POINT (37.504218 47.941669),5,16,5,0,26
2015,2015-07-14T00:00:00,2015-07-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.435297,38.220482,POINT (38.220482 48.435297),1,0,0,0,1
2015,2015-06-04T00:00:00,2015-06-04T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),0,19,0,0,19
2015,2015-06-10T00:00:00,2015-06-11T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),0,0,3,0,3
2015,2015-06-10T00:00:00,2015-06-11T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-06-05T00:00:00,2015-06-06T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),1,0,0,0,1
2015,2015-06-07T00:00:00,2015-06-07T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.064607,37.600157,POINT (37.600157 47.064607),1,0,0,0,1
2015,2015-06-08T00:00:00,2015-06-08T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.006667,37.512778,POINT (37.512778 48.006667),7,0,0,0,7
2015,2015-06-08T00:00:00,2015-06-09T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-06-12T00:00:00,2015-06-13T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),6,0,0,0,6
2015,2015-06-13T00:00:00,2015-06-14T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.566667,39.3,POINT (39.300000 48.566667),0,0,1,0,1
2015,2015-06-13T00:00:00,2015-06-14T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.14,37.74,POINT (37.740000 48.140000),1,0,0,0,1
2015,2015-06-14T00:00:00,2015-06-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),2,0,0,0,2
2015,2015-06-17T00:00:00,2015-06-18T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),3,0,0,0,3
2015,2015-06-18T00:00:00,2015-06-18T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,0,1,0,1
2015,2015-06-20T00:00:00,2015-06-20T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.941669,37.504218,POINT (37.504218 47.941669),0,0,1,0,1
2015,2015-06-21T00:00:00,2015-06-22T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.14,37.74,POINT (37.740000 48.140000),2,0,1,0,3
2015,2015-06-22T00:00:00,2015-06-23T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,0,1,0,1
2015,2015-07-01T00:00:00,2015-07-01T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.14,37.74,POINT (37.740000 48.140000),1,0,0,0,1
2015,2015-07-08T00:00:00,2015-07-08T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),2,0,0,0,2
2015,2015-07-09T00:00:00,2015-07-10T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.566667,39.3,POINT (39.300000 48.566667),1,0,0,0,1
2015,2015-07-09T00:00:00,2015-07-10T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-07-11T00:00:00,2015-07-12T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),0,1,1,0,2
2015,2015-07-25T00:00:00,2015-07-26T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),0,0,1,0,1
2015,2015-07-14T00:00:00,2015-07-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),0,2,1,0,3
2015,2015-07-17T00:00:00,2015-07-18T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),1,0,0,0,1
2015,2015-07-17T00:00:00,2015-07-18T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,0,3,0,3
2015,2015-07-18T00:00:00,2015-07-18T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,0,1,0,1
2015,2015-07-18T00:00:00,2015-07-19T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),1,0,0,0,1
2015,2015-07-18T00:00:00,2015-07-19T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.097688,37.664988,POINT (37.664988 48.097688),0,0,1,0,1
2015,2015-07-29T00:00:00,2015-07-30T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),0,0,2,0,2
2015,2015-07-26T00:00:00,2015-07-27T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.145278,37.745,POINT (37.745000 48.145278),0,0,1,0,1
2015,2015-07-26T00:00:00,2015-07-27T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),2,0,0,0,2
2015,2015-07-29T00:00:00,2015-07-30T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.397804,37.843767,POINT (37.843767 48.397804),1,0,2,0,3
2015,2015-08-01T00:00:00,2015-08-02T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),0,0,1,0,1
2015,2015-07-02T00:00:00,2015-07-03T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),4,0,0,0,4
2015,2015-08-05T00:00:00,2015-08-06T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),0,0,2,0,2
2015,2015-08-05T00:00:00,2015-08-06T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),5,0,0,0,5
2015,2015-08-07T00:00:00,2015-08-08T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-08-09T00:00:00,2015-08-09T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.41955,38.032433,POINT (38.032433 48.419550),0,0,1,0,1
2015,2015-08-11T00:00:00,2015-08-12T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.095833,37.549444,POINT (37.549444 47.095833),1,0,0,0,1
2015,2015-08-13T00:00:00,2015-08-14T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-08-13T00:00:00,2015-08-14T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),0,0,1,0,1
2015,2015-08-14T00:00:00,2015-08-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.095833,37.549444,POINT (37.549444 47.095833),0,0,3,0,3
2015,2015-08-16T00:00:00,2015-08-17T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.3,38.05,POINT (38.050000 48.300000),0,0,3,0,3
2015,2015-08-17T00:00:00,2015-08-17T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,0,2,0,2
2015,2015-08-16T00:00:00,2015-08-17T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),2,0,1,0,3
2015,2015-08-17T00:00:00,2015-08-18T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-08-19T00:00:00,2015-08-20T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),4,0,0,0,4
2015,2015-08-15T00:00:00,2015-08-21T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.14,37.74,POINT (37.740000 48.140000),0,0,0,0,0
2015,2015-09-10T00:00:00,2015-09-10T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),2,0,0,0,2
2014,2014-02-18T00:00:00,2014-02-18T00:00:00,True,1,13219,Ukraine:Government,369,5817,Government of Ukraine,Maidan,50.45,30.52333,POINT (30.523330 50.450000),10,4,0,12,26
2014,2014-05-02T00:00:00,2014-05-02T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),1,0,0,0,1
2014,2014-06-05T00:00:00,2014-06-05T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.853333,37.625,POINT (37.625000 48.853333),2,10,0,0,12
2014,2014-06-19T00:00:00,2014-06-20T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.985278,37.811111,POINT (37.811111 48.985278),13,0,0,0,13
2014,2014-07-09T00:00:00,2014-07-10T00:00:00,True,1,13246,Ukraine:Donetsk,369,5840,Government of Ukraine,Donetsk People's Republic,48.0,37.805278,POINT (37.805278 48.000000),2,0,0,0,2
2014,2014-07-11T00:00:00,2014-07-11T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,0,4,0,4
2014,2014-07-31T00:00:00,2014-08-01T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.566667,39.3,POINT (39.300000 48.566667),0,0,5,0,5
2014,2014-08-26T00:00:00,2014-08-26T00:00:00,True,1,13247,Ukraine:Lugansk,369,5839,Government of Ukraine,Lugansk People's Republic,48.85,39.845,POINT (39.845000 48.850000),4,0,0,0,4
2014,2014-09-17T00:00:00,2014-09-17T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.113883,38.160326,POINT (38.160326 48.113883),0,10,0,0,10
2014,2014-09-28T00:00:00,2014-09-29T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,0,3,0,3
2014,2014-10-06T00:00:00,2014-10-07T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.961389,37.646389,POINT (37.646389 47.961389),0,0,4,0,4
2014,2014-11-04T00:00:00,2014-11-05T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,0,0,1,1
2014,2014-11-14T00:00:00,2014-11-14T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),4,0,0,0,4
2014,2014-11-17T00:00:00,2014-11-18T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),5,0,0,0,5
2014,2014-12-18T00:00:00,2014-12-18T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),5,0,0,0,5
2014,2014-09-26T00:00:00,2014-09-30T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),0,0,0,51,51
2014,2014-10-22T00:00:00,2014-10-29T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),0,0,306,0,306
2015,2015-01-01T00:00:00,2015-01-01T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),0,0,1,0,1
2015,2015-01-15T00:00:00,2015-01-16T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.2736,38.60835,POINT (38.608350 48.273600),0,0,1,0,1
2015,2015-01-13T00:00:00,2015-01-22T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),0,0,0,145,145
2015,2015-01-25T00:00:00,2015-01-26T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),0,0,2,0,2
2015,2015-04-29T00:00:00,2015-04-30T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-05-19T00:00:00,2015-05-19T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.668695,38.483163,POINT (38.483163 48.668695),4,0,0,0,4
2015,2015-05-30T00:00:00,2015-05-31T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.941669,37.504218,POINT (37.504218 47.941669),3,0,0,0,3
2015,2015-01-09T00:00:00,2015-01-09T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.075,37.725556,POINT (37.725556 48.075000),4,0,4,0,8
2015,2015-06-10T00:00:00,2015-06-11T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.566667,39.3,POINT (39.300000 48.566667),1,0,0,0,1
2015,2015-06-22T00:00:00,2015-06-23T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,1,0,2
2015,2015-08-03T00:00:00,2015-08-04T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),3,1,0,0,4
2015,2015-11-15T00:00:00,2015-11-16T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.92,39.02,POINT (39.020000 48.920000),3,0,0,0,3
2015,2015-03-23T00:00:00,2015-03-24T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,2,0,0,3
2015,2015-05-05T00:00:00,2015-05-06T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-05-15T00:00:00,2015-05-16T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.15,38.65,POINT (38.650000 48.150000),1,0,0,0,1
2015,2015-05-16T00:00:00,2015-05-17T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.435297,38.220482,POINT (38.220482 48.435297),2,0,0,0,2
2015,2015-08-16T00:00:00,2015-08-16T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.18,37.69,POINT (37.690000 47.180000),0,0,2,0,2
2015,2015-10-09T00:00:00,2015-10-10T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.075,37.725556,POINT (37.725556 48.075000),0,0,0,1,1
2015,2015-08-26T00:00:00,2015-08-27T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.14,37.74,POINT (37.740000 48.140000),8,0,0,0,8
2015,2015-08-28T00:00:00,2015-08-28T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.14,37.74,POINT (37.740000 48.140000),0,1,2,0,3
2015,2015-11-11T00:00:00,2015-11-11T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.454601,37.864028,POINT (37.864028 47.454601),1,0,0,0,1
2015,2015-11-13T00:00:00,2015-11-13T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,47.941669,37.504218,POINT (37.504218 47.941669),0,0,2,0,2
2015,2015-08-25T00:00:00,2015-08-25T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.14,37.74,POINT (37.740000 48.140000),4,0,1,0,5
2015,2015-10-30T00:00:00,2015-10-30T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.075,37.725556,POINT (37.725556 48.075000),0,1,0,0,1
2015,2015-11-13T00:00:00,2015-11-13T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.41955,38.032433,POINT (38.032433 48.419550),1,0,0,0,1
2015,2015-10-15T00:00:00,2015-10-15T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.694329,39.453292,POINT (39.453292 48.694329),0,0,2,0,2
2015,2015-10-20T00:00:00,2015-10-20T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,1,0,0,1
2015,2015-10-27T00:00:00,2015-10-27T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.075,37.725556,POINT (37.725556 48.075000),1,0,0,0,1
2015,2015-10-31T00:00:00,2015-10-31T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.14,37.74,POINT (37.740000 48.140000),0,2,0,0,2
2015,2015-11-10T00:00:00,2015-11-10T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.572975,39.577325,POINT (39.577325 48.572975),0,1,0,0,1
2015,2015-01-17T00:00:00,2015-01-17T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.633333,38.38,POINT (38.380000 48.633333),0,0,1,0,1
2015,2015-01-22T00:00:00,2015-01-22T00:00:00,True,1,13306,Ukraine:Novorossiya,369,5914,Government of Ukraine,United Armed Forces of Novorossiya,48.0,37.805278,POINT (37.805278 48.000000),0,0,13,0,13
